                                                                    08 Dec 2015 18:37:25
Satellite-CubeSat:  Lighting


Sunlight Times
--------------
                      Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  21 Jun 2015 08:25:49.199    21 Jun 2015 09:01:36.475          2147.276
                  21 Jun 2015 09:58:37.986    21 Jun 2015 10:34:25.222          2147.236
                  21 Jun 2015 11:31:26.771    21 Jun 2015 12:07:13.955          2147.184
                  21 Jun 2015 13:04:15.554    21 Jun 2015 13:40:02.674          2147.120
                  21 Jun 2015 14:37:04.336    21 Jun 2015 15:12:51.379          2147.043
                  21 Jun 2015 16:09:53.116    21 Jun 2015 16:45:40.070          2146.954
                  21 Jun 2015 17:42:41.895    21 Jun 2015 18:18:28.748          2146.852
                  21 Jun 2015 19:15:30.673    21 Jun 2015 19:51:17.411          2146.738
                  21 Jun 2015 20:48:19.449    21 Jun 2015 21:24:06.061          2146.612
                  21 Jun 2015 22:21:08.224    21 Jun 2015 22:56:54.697          2146.472
                  21 Jun 2015 23:53:56.999    22 Jun 2015 00:29:43.319          2146.320
                  22 Jun 2015 01:26:45.772    22 Jun 2015 02:02:31.928          2146.156
                  22 Jun 2015 02:59:34.545    22 Jun 2015 03:35:20.523          2145.978
                  22 Jun 2015 04:32:23.317    22 Jun 2015 05:08:09.104          2145.788
                  22 Jun 2015 06:05:12.088    22 Jun 2015 06:40:57.672          2145.584
                  22 Jun 2015 07:38:00.859    22 Jun 2015 08:13:46.227          2145.368
                  22 Jun 2015 09:10:49.629    22 Jun 2015 09:46:34.768          2145.138
                  22 Jun 2015 10:43:38.400    22 Jun 2015 11:19:23.295          2144.896
                  22 Jun 2015 12:16:27.170    22 Jun 2015 12:52:11.810          2144.640
                  22 Jun 2015 13:49:15.940    22 Jun 2015 14:25:00.311          2144.371
                  22 Jun 2015 15:22:04.708    22 Jun 2015 15:57:48.799          2144.090
                  22 Jun 2015 16:54:53.481    22 Jun 2015 17:30:37.273          2143.792
                  22 Jun 2015 18:27:42.249    22 Jun 2015 19:03:25.735          2143.485
                  22 Jun 2015 20:00:31.020    22 Jun 2015 20:36:14.183          2143.162
                  22 Jun 2015 21:33:19.793    22 Jun 2015 22:09:02.618          2142.825
                  22 Jun 2015 23:06:08.565    22 Jun 2015 23:41:51.040          2142.475
                  23 Jun 2015 00:38:57.338    23 Jun 2015 01:14:39.449          2142.111
                  23 Jun 2015 02:11:46.111    23 Jun 2015 02:47:27.845          2141.733
                  23 Jun 2015 03:44:34.886    23 Jun 2015 04:20:16.228          2141.342
                  23 Jun 2015 05:17:23.662    23 Jun 2015 05:53:04.598          2140.936
                  23 Jun 2015 06:50:12.438    23 Jun 2015 07:25:52.955          2140.516
                  23 Jun 2015 08:23:01.214    23 Jun 2015 08:58:41.299          2140.085
                  23 Jun 2015 09:55:49.993    23 Jun 2015 10:31:29.630          2139.637
                  23 Jun 2015 11:28:38.774    23 Jun 2015 12:04:17.949          2139.175
                  23 Jun 2015 13:01:27.558    23 Jun 2015 13:37:06.254          2138.697
                  23 Jun 2015 14:34:16.342    23 Jun 2015 15:09:54.547          2138.205
                  23 Jun 2015 16:07:05.127    23 Jun 2015 16:42:42.827          2137.701
                  23 Jun 2015 17:39:53.915    23 Jun 2015 18:15:31.095          2137.180
                  23 Jun 2015 19:12:42.705    23 Jun 2015 19:48:19.349          2136.645
                  23 Jun 2015 20:45:31.497    23 Jun 2015 21:21:07.591          2136.094
                  23 Jun 2015 22:18:20.291    23 Jun 2015 22:53:55.820          2135.529
                  23 Jun 2015 23:51:09.091    24 Jun 2015 00:26:44.037          2134.946
                  24 Jun 2015 01:23:57.888    24 Jun 2015 01:59:32.241          2134.353
                  24 Jun 2015 02:56:46.690    24 Jun 2015 03:32:20.432          2133.742
                  24 Jun 2015 04:29:35.495    24 Jun 2015 05:05:08.611          2133.116
                  24 Jun 2015 06:02:24.303    24 Jun 2015 06:37:56.777          2132.475
                  24 Jun 2015 07:35:13.113    24 Jun 2015 08:10:44.931          2131.817
                  24 Jun 2015 09:08:01.927    24 Jun 2015 09:43:33.072          2131.145
                  24 Jun 2015 10:40:50.745    24 Jun 2015 11:16:21.200          2130.456
                  24 Jun 2015 12:13:39.565    24 Jun 2015 12:49:09.316          2129.751
                  24 Jun 2015 13:46:28.389    24 Jun 2015 14:21:57.421          2129.032
                  24 Jun 2015 15:19:17.217    24 Jun 2015 15:54:45.512          2128.295
                  24 Jun 2015 16:52:06.049    24 Jun 2015 17:27:33.590          2127.541

Global Statistics
-----------------
Min Duration      17 Jun 2015 18:00:00.000    17 Jun 2015 18:23:42.288          1422.288
Max Duration      21 Jun 2015 03:47:22.826    21 Jun 2015 04:23:10.148          2147.322
Mean Duration                                                                   2134.773
Total Duration                                                                232690.222
