                                                                   06 Dec 2015 21:08:14
Satellite-CubeSat:  Lighting


Sunlight Times
--------------
                      Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  10 Dec 2015 00:08:55.960    10 Dec 2015 00:42:02.499          1986.538
                  10 Dec 2015 01:41:47.611    10 Dec 2015 02:14:54.886          1987.275
                  10 Dec 2015 03:14:39.241    10 Dec 2015 03:47:47.268          1988.027
                  10 Dec 2015 04:47:30.850    10 Dec 2015 05:20:39.644          1988.794
                  10 Dec 2015 06:20:22.437    10 Dec 2015 06:53:32.013          1989.576
                  10 Dec 2015 07:53:14.002    10 Dec 2015 08:26:24.375          1990.373
                  10 Dec 2015 09:26:05.545    10 Dec 2015 09:59:16.729          1991.184
                  10 Dec 2015 10:58:57.067    10 Dec 2015 11:32:09.076          1992.009
                  10 Dec 2015 12:31:48.568    10 Dec 2015 13:05:01.415          1992.848
                  10 Dec 2015 14:04:40.045    10 Dec 2015 14:37:53.745          1993.700
                  10 Dec 2015 15:37:31.500    10 Dec 2015 16:10:46.066          1994.565
                  10 Dec 2015 17:10:22.933    10 Dec 2015 17:43:38.377          1995.444

Global Statistics
-----------------
Min Duration       7 Dec 2015 13:19:59.532     7 Dec 2015 13:52:51.538          1972.006
Max Duration       3 Dec 2015 18:00:29.956     3 Dec 2015 18:33:54.633          2004.677
Mean Duration                                                                   1982.040
Total Duration                                                                216042.338
